date_exp,gpu_platform,BW,img_resolution,airtime_ratio,gpu_power,av_end2end_delay,av_imp_proc_delay,av_gpu_delay,av_num_obj,av_obj_size,AP1,AP2,AP3,AP4,AP5,AP6,AR1,AR2,AR3,AR4,AR5,AR6,powermeter_av,powermeter_var,powermeter_median,rapl_av,rapl_var,gpu_av,gpu_var,clocksp_av,im_ids,end2end_delay,imp_proc_delay,gpu_delay,confidences,CC,num_obj,obj_size,AP_per_image
2011161306, GeForce RTX 2080 Ti,100,100,0.9,100,0.616567880312602,0.024832520484924,0.400709126790365,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,143.757535496957,404.385519585454,143.24,12.67,0.200660759493671,78.7590909090909,367.371897193356,4364.6329113924,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,120,0.432291305859884,0.024591960906983,0.214428601264954,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,151.873044619423,892.60444514849,143.67,12.2464835164835,0.082475546431591,87.9261224489796,887.741826408868,4363.56043956044,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,140,0.392862957318624,0.024509320259094,0.173382455507914,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,169.578318890815,1262.75556303176,160.38,12.0878260869565,0.071843100189036,104.574101796407,1320.42410712736,4379.67391304348,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,160,0.360478768348694,0.024813040097555,0.152474193572998,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,184.918694779116,1284.5519171719,167.91,11.97025,0.0700499375,118.454599831508,1540.59240040853,4381.7125,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,180,0.343316008249919,0.024777172406515,0.137415413856506,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,187.277387755102,1438.12529440067,167.3,11.7545,0.12505475,118.617671232877,1521.64381991931,4351.2,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,200,0.349447061220805,0.024471656481425,0.129626377423604,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,195.186052631579,1739.84460405391,171.21,11.7935443037975,0.03893174170806,127.330462184874,2027.09910827378,4354.69620253165,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,220,0.349369316101074,0.024691376686096,0.12636504650116,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,203.226751787538,2070.64469098129,174.94,11.7885897435897,0.051519806048652,135.681316455696,2428.79535522897,4356.85897435898,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,240,0.340812147458394,0.024772823651632,0.124212732315064,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,209.394741200828,2367.18797317319,178.285,11.7578205128205,0.112117044707429,143.017051971326,3076.10033082526,4356.58974358974,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,260,0.345598762830098,0.024872403144837,0.122669725418091,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,211.985942622951,2924.2116995213,178.48,11.7826923076923,0.042381213017752,146.640575022462,3683.79608017249,4357.46153846154,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.9,280,0.340695382754008,0.024847140312195,0.121563296318054,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,220.626147455867,3313.80937051616,183.09,11.8051948051948,0.048573013998988,153.15245677889,4182.06133864122,4353.67532467533,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,100,0.584126562080127,0.024657636680859,0.353885906654716,5.51006711409396,75410.3861843278,0.506086857397612,0.659760758057056,0.577219505680449,0.177927341646037,0.576908828534955,0.671692999362057,0.478623831204051,0.566134639163124,0.56698315885269,0.253685515873016,0.630883374183006,0.719859525181172,141.227826086957,490.839797746395,136.09,12.5679787234043,0.224471446355817,77.059020501139,394.533781652579,4373.94680851064,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,120,0.46110447883606,0.024751022656759,0.216511216163635,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,151.211510673235,917.915298046274,143.515,12.2511340206186,0.132129641832288,86.9168906942393,858.343773271656,4374.46391752577,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,140,0.428602272669474,0.024825859069824,0.176468699773153,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,167.499550561798,1124.0255534713,160.41,12.0283870967742,0.139447936177593,102.940881254668,1202.1394420912,4375.82795698925,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,160,0.394149139722188,0.024505252838135,0.151396164894104,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,176.878057040998,1422.72215433543,162.89,11.8922222222222,0.07971950617284,112.093037593985,1451.15131859257,4373,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,180,0.401357367833455,0.024492845535278,0.136684246063232,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,181.289397482014,1424.68521825208,165.575,11.8096629213483,0.061266178512814,116.866443768997,1681.83820878179,4374.48314606742,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,200,0.388676993052165,0.024819930394491,0.12984534740448,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,193.030110395584,1849.77575325368,172.39,11.7797701149425,0.040020636808033,126.968583929992,2200.48707166221,4373.90804597701,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,220,0.379914180437724,0.02468073685964,0.126747144063314,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,197.666930232558,2029.41659894862,174.9,11.8358139534884,0.054038290968091,132.548981937603,2466.64956415238,4374.18604651163,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,240,0.375490196545919,0.024565286636353,0.124066743850708,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,205.548211306766,2439.0953640851,177.4,11.7816091954023,0.118592812789008,140.157658536585,2977.43788264763,4374.42528735632,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,260,0.377875359853109,0.024566497802734,0.122395497957865,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,209.039168224299,2736.28786127077,179.16,11.7746511627907,0.060857436452136,145.06502047502,3383.77335325511,4375.76744186046,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.8,280,0.362962697347005,0.024787578582764,0.121482213338216,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,215.102369172217,3539.49102074287,180.79,11.7883333333333,0.031118650793651,148.646778242678,4019.77215338597,4373.61904761905,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,100,0.718145111401876,0.024674439430237,0.425541667938233,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,142.191212633954,398.814109020213,136.58,12.5442553191489,0.228542175946884,77.8050125565043,315.321038359963,4368.60283687943,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,120,0.542375089327494,0.024725877443949,0.217346313794454,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,147.95446975089,786.000549131647,140.29,12.0412389380531,0.193885190696217,84.7439858793325,852.003198554358,4373.42477876106,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,140,0.504035698572795,0.024640345573425,0.176054558753967,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,161.521483433735,1057.00560721207,154.005,11.9118867924528,0.077043609825561,98.7691112574062,1152.67798242278,4374.70754716981,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,160,0.470450024604797,0.024405217170715,0.151227453549703,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,173.142901960784,1185.63656036294,162.71,11.7903921568627,0.067590042291426,108.440587058039,1303.00461940186,4374.73529411765,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,180,0.445523959795634,0.024248394966126,0.137320005098979,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,181.326978417266,1376.41189238882,166.09,11.7098,0.06880396,115.292588392262,1461.10712952437,4375.47,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,200,0.460270069440206,0.024626975059509,0.129923791885376,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,186.775983935743,1466.45280796761,169.19,11.7069,0.11564339,121.408502382573,1772.12338060262,4374.84,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,220,0.467451465924581,0.024537188212077,0.12669549147288,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,190.927444089457,1816.37908100726,173,11.7169,0.07030739,126.49146011396,2297.28814808174,4376,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,240,0.452993817329407,0.024789965947469,0.124411136309306,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,199.624167343623,2379.25683194275,175.42,11.6908080808081,0.082447831853893,133.779403306973,2626.00898850089,4374.61616161616,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,260,0.457642599741618,0.024673399925232,0.122919325828552,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,200.73576202119,2543.76100013244,176.49,11.7208163265306,0.054364639733445,135.871033984093,3296.83778309574,4374.9693877551,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.7,280,0.830103260676066,0.024635936419169,0.124332176844279,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,176.705516883117,2235.79177174582,166.66,11.4590909090909,0.113987485242031,113.581487108656,2624.894119934,4376.37662337662,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,100,1.37691359519959,0.024293956756592,0.350493040084839,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,135.614803312629,468.836998874358,121.19,12.1082051282051,0.270630111768573,72.1767537313433,376.723035357262,4363.41025641026,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,120,0.616642786661784,0.024558963775635,0.212872964541117,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,145.149397664413,813.39154173922,133.59,11.8309230769231,0.11557299408284,82.5974625208218,776.857682345208,4365.56923076923,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,140,0.564812093773144,0.02458290925762,0.172293355800962,5.83221476510067,74868.1495478918,0.504434866907507,0.659837404198328,0.574921975582021,0.181878565985876,0.577659356414446,0.663892522015901,0.476074843102451,0.564246760575752,0.566015084806853,0.257852182539682,0.631977124183006,0.712519855134212,157.723028037383,996.126880176784,149.95,11.743023255814,0.088472255273121,96.5503205128205,1204.05853483317,4371.79069767442,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,160,0.557104563713074,0.024485990206401,0.149772024154663,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,165.928191780822,1080.42182522349,158.02,11.51375,0.081041619318182,103.683385093168,1258.66533869642,4343.25,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,180,0.52403401851654,0.024664192199707,0.136462423006694,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,171.55052064632,1379.04869649733,162.41,11.5893333333333,0.126001777777778,109.61684532925,1606.35425865448,4374.77777777778,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,200,0.516639866828919,0.024545475641886,0.130124829610189,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,179.144652974504,1573.8488601487,166.5,11.5605309734513,0.057116532226486,115.019128113879,1664.17878719948,4376.08849557522,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,220,0.526980752944946,0.024444638888041,0.127162404060364,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,182.375460251046,1659.80762869333,168.205,11.570347826087,0.0734642268431,118.298122424956,2007.00181054181,4373.71304347826,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,240,0.517673977216085,0.024632225036621,0.125122167269389,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,188.695492154066,2102.76256527134,170.15,11.5717857142857,0.052164668367347,122.992776780371,2284.05582292983,4374.75,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,260,0.536845711072286,0.024668153127035,0.123843318621318,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,191.135490331492,2443.97850155515,170.27,11.5360344827586,0.061342895362664,125.24216937355,2593.30133520101,4375.31034482759,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.6,280,0.515725150108337,0.024621742566427,0.123463266690572,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,193.058580599144,2836.51850447603,170.07,11.5007079646018,0.105751711175503,126.480398098633,3015.55581903344,4376.74336283186,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,100,0.890446693102519,0.024469168980916,0.399458179473877,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,137.919625431247,412.69681237818,125.27,12.2735185185185,0.328421570644719,73.9063713268032,315.423819913764,4368.84567901235,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,120,0.648602096239726,0.024395615259806,0.215000683466593,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,142.119571428571,773.46251330839,129.22,11.7303947368421,0.110761686288089,80.1843551491819,725.684043640953,4375.3552631579,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,140,0.634018392370851,0.02434334178899,0.173324935388245,5.83892617449664,74878.5963326948,0.50719372573265,0.663098322507005,0.577925971957924,0.181878565985876,0.577659356414446,0.670118078240597,0.478655011472093,0.566826928945394,0.568595253176495,0.257852182539682,0.631977124183006,0.7185860316048,149.775555555556,980.668318708452,146.29,11.6742105263158,0.173803324099723,86.0417843866171,920.953699418195,4377.26315789474,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,160,0.664549117088318,0.024338393211365,0.146743210156759,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,162.206683168317,1173.69376078081,157.04,11.5170588235294,0.332067820069204,100.247280334728,1332.962708503,4386.29411764706,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,180,0.661463081041972,0.024312140146891,0.135775559743245,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,169.781713467049,1197.68133225028,162.51,11.5025,0.041897321428572,106.295293831957,1348.20748309725,4376.7,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,200,0.663765761676251,0.024468881171822,0.130499039720369,5.81879194630873,75025.0011813834,0.505862242045606,0.661072491166078,0.575867860948115,0.181310954592556,0.572121790808771,0.671569927763077,0.476960685112936,0.565132602586237,0.566900926817338,0.257157738095238,0.626391186683007,0.719416819193228,148.412522127487,2621.60208756011,159.08,12.9311675126904,8.02429254554356,89.3357580122434,2419.81927894468,4391.71065989848,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,220,0.66989933013916,0.024444400469462,0.126773993174235,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,170.314116628176,1665.92125955453,158.34,11.4322302158273,0.040264810310025,105.850774889652,1704.58988179288,4366.03597122302,,,,,,,,,
2011161306, GeForce RTX 2080 Ti,100,100,0.5,240,0.622342729568481,0.024222764968872,0.125868663787842,5.82666666666667,74939.0573710457,0.508788018543736,0.66471955695492,0.579322397299566,0.181878565985876,0.577659356414446,0.673809735428419,0.480110723290499,0.568282640763801,0.570050964994902,0.257852182539682,0.631977124183006,0.722041740129345,176.431023713129,1782.03499646502,168.22,11.4871223021583,0.067857905905492,113.375156812339,2037.98995762322,4366.69064748201,,,,,,,,,
